ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
CYDN,medium_airport,Dauphin Barker Airport,51.10079956,-100.052002,999,NA,CA,CA-MB,Dauphin,CYDN,YDN,
CYDO,medium_airport,Dolbeau St Felicien Airport,48.7784996,-72.375,372,NA,CA,CA-QC,Dolbeau-St-Félicien,CYDO,YDO,
CYDP,medium_airport,Nain Airport,56.54919815,-61.68030167,22,NA,CA,CA-NL,Nain,CYDP,YDP,
CYDQ,medium_airport,Dawson Creek Airport,55.74229813,-120.1829987,2148,NA,CA,CA-BC,Dawson Creek,CYDQ,YDQ,
CYED,heliport,Edmonton (CFB Namao) Heliport,53.6679343,-113.4725475,2257,NA,CA,CA-AB,Edmonton,CYED,YED,CYED
CYEG,large_airport,Edmonton International Airport,53.30970001,-113.5800018,2373,NA,CA,CA-AB,Edmonton,CYEG,YEG,CYEG
CYEK,medium_airport,Arviat Airport,61.09420013,-94.07080078,32,NA,CA,CA-NU,Arviat,CYEK,YEK,
CYEL,medium_airport,Elliot Lake Municipal Airport,46.35139847,-82.56140137,1087,NA,CA,CA-ON,Elliot Lake,CYEL,YEL,
CYEM,medium_airport,Manitoulin East Municipal Airport,45.84280014,-81.85810089,869,NA,CA,CA-ON,Manitowaning,CYEM,YEM,
CYEN,medium_airport,Estevan Airport,49.21030045,-102.9660034,1905,NA,CA,CA-SK,Estevan,CYEN,YEN,
CYER,medium_airport,Fort Severn Airport,56.01890182,-87.67610168,48,NA,CA,CA-ON,Fort Severn,CYER,YER,
CYET,medium_airport,Edson Airport,53.57889938,-116.4649963,3043,NA,CA,CA-AB,Edson,CYET,YET,
CYEU,small_airport,Eureka Airport,79.99469757,-85.81420136,256,NA,CA,CA-NU,Eureka,CYEU,YEU,
CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419922,-133.4830017,224,NA,CA,CA-NT,Inuvik,CYEV,YEV,
CYEY,medium_airport,Amos Magny Airport,48.56389999,-78.24970245,1068,NA,CA,CA-QC,Amos,CYEY,YEY,
CYFA,medium_airport,Fort Albany Airport,52.20140076,-81.69689941,48,NA,CA,CA-ON,Fort Albany,CYFA,YFA,
CYFB,medium_airport,Iqaluit Airport,63.75640106,-68.55580139,110,NA,CA,CA-NU,Iqaluit,CYFB,YFB,
CYFC,medium_airport,Fredericton Airport,45.8689003,-66.53720093,68,NA,CA,CA-NB,Fredericton,CYFC,YFC,
CYFE,medium_airport,Forestville Airport,48.74610138,-69.09719849,293,NA,CA,CA-QC,Forestville,CYFE,YFE,
CYFH,medium_airport,Fort Hope Airport,51.56190109,-87.90779877,899,NA,CA,CA-ON,Fort Hope,CYFH,YFH,
CYFJ,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,46.40940094,-74.77999878,827,NA,CA,CA-QC,Rivière Rouge,CYFJ,YTM,
CYFO,medium_airport,Flin Flon Airport,54.67810059,-101.6819992,997,NA,CA,CA-MB,Flin Flon,CYFO,YFO,
CYFR,medium_airport,Fort Resolution Airport,61.18080139,-113.6900024,526,NA,CA,CA-NT,Fort Resolution,CYFR,YFR,
CYFS,medium_airport,Fort Simpson Airport,61.7602005,-121.2369995,555,NA,CA,CA-NT,Fort Simpson,CYFS,YFS,
CYFT,medium_airport,Makkovik Airport,55.07690048,-59.18640137,234,NA,CA,CA-NL,Makkovik,CYFT,YMN,
CYGB,medium_airport,Texada Gillies Bay Airport,49.69419861,-124.5179977,326,NA,CA,CA-BC,Texada,CYGB,YGB,
CYGH,medium_airport,Fort Good Hope Airport,66.24079895,-128.651001,268,NA,CA,CA-NT,Fort Good Hope,CYGH,YGH,
CYGK,medium_airport,Kingston Norman Rogers Airport,44.22529984,-76.59690094,305,NA,CA,CA-ON,Kingston,CYGK,YGK,
CYGL,medium_airport,La Grande Rivière Airport,53.62530136,-77.70420074,639,NA,CA,CA-QC,La Grande Rivière,CYGL,YGL,
CYGM,medium_airport,Gimli Industrial Park Airport,50.62810135,-97.04329681,753,NA,CA,CA-MB,Gimli,CYGM,YGM,
CYGO,medium_airport,Gods Lake Narrows Airport,54.55889893,-94.49140167,617,NA,CA,CA-MB,Gods Lake Narrows,CYGO,YGO,
CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,48.77529907,-64.47859955,112,NA,CA,CA-QC,Gaspé,CYGP,YGP,
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,49.77830124,-86.93939972,1144,NA,CA,CA-ON,Geraldton,CYGQ,YGQ,
CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.42470169,-61.77809906,35,NA,CA,CA-QC,Îles-de-la-Madeleine,CYGR,YGR,
CYGT,medium_airport,Igloolik Airport,69.36470032,-81.81610107,174,NA,CA,CA-NU,Igloolik,CYGT,YGT,
CYGV,medium_airport,Havre St Pierre Airport,50.2818985,-63.6114006,124,NA,CA,CA-QC,Havre St-Pierre,CYGV,YGV,
CYGW,medium_airport,Kuujjuarapik Airport,55.2818985,-77.76529694,34,NA,CA,CA-QC,Kuujjuarapik,CYGW,YGW,
CYGX,medium_airport,Gillam Airport,56.35749817,-94.71060181,476,NA,CA,CA-MB,Gillam,CYGX,YGX,
CYGZ,medium_airport,Grise Fiord Airport,76.42610168,-82.90920258,146,NA,CA,CA-NU,Grise Fiord,CYGZ,YGZ,
CYHA,medium_airport,Quaqtaq Airport,61.04639816,-69.61779785,103,NA,CA,CA-QC,Quaqtaq,CYHA,YQC,
CYHB,small_airport,Hudson Bay Airport,52.81669998,-102.310997,1175,NA,CA,CA-SK,Hudson Bay,CYHB,YHB,
CYHC,seaplane_base,Vancouver Harbour Water Aerodrome,49.29439926,-123.1110001,,NA,CA,CA-BC,Vancouver,CYHC,CXH,
CYHD,medium_airport,Dryden Regional Airport,49.83169937,-92.74420166,1354,NA,CA,CA-ON,Dryden,CYHD,YHD,
CYHE,medium_airport,Hope Airport,49.36830139,-121.4980011,128,NA,CA,CA-BC,Hope,CYHE,YHE,
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,49.71419907,-83.68609619,827,NA,CA,CA-ON,Hearst,CYHF,YHF,
CYHH,medium_airport,Nemiscau Airport,51.69110107,-76.13559723,802,NA,CA,CA-QC,Nemiscau,CYHH,YNS,
CYHI,medium_airport,Ulukhaktok Holman Airport,70.76280212,-117.8059998,117,NA,CA,CA-NT,Ulukhaktok,CYHI,YHI,
CYHK,medium_airport,Gjoa Haven Airport,68.63559723,-95.84970093,152,NA,CA,CA-NU,Gjoa Haven,CYHK,YHK,
CYHM,medium_airport,John C. Munro Hamilton International Airport,43.17359924,-79.93499756,780,NA,CA,CA-ON,Hamilton,CYHM,YHM,
CYHN,medium_airport,Hornepayne Municipal Airport,49.19309998,-84.7589035,1099,NA,CA,CA-ON,Hornepayne,CYHN,YHN,
CYHO,medium_airport,Hopedale Airport,55.44829941,-60.22859955,39,NA,CA,CA-NL,Hopedale,CYHO,YHO,
CYHR,medium_airport,Chevery Airport,50.46889877,-59.63669968,39,NA,CA,CA-QC,Chevery,CYHR,YHR,
CYHT,medium_airport,Haines Junction Airport,60.78919983,-137.5460052,2150,NA,CA,CA-YT,Haines Junction,CYHT,YHT,
CYHU,medium_airport,Montréal / Saint-Hubert Airport,45.51750183,-73.41690063,90,NA,CA,CA-QC,Montréal,CYHU,YHU,
CYHY,medium_airport,Hay River / Merlyn Carter Airport,60.83969879,-115.7829971,541,NA,CA,CA-NT,Hay River,CYHY,YHY,
CYHZ,large_airport,Halifax / Stanfield International Airport,44.88079834,-63.50859833,477,NA,CA,CA-NS,Halifax,CYHZ,YHZ,
CYIB,medium_airport,Atikokan Municipal Airport,48.77389908,-91.63860321,1408,NA,CA,CA-ON,Atikokan,CYIB,YIB,
CYID,medium_airport,Digby / Annapolis Regional Airport,44.54584504,-65.78542471,499,NA,CA,CA-NS,Digby,CYID,YDG,
CYIF,medium_airport,St Augustin Airport,51.21170044,-58.65829849,20,NA,CA,CA-QC,St-Augustin,CYIF,YIF,
CYIK,medium_airport,Ivujivik Airport,62.41730118,-77.9253006,126,NA,CA,CA-QC,Ivujivik,CYIK,YIK,
CYIO,medium_airport,Pond Inlet Airport,72.6832962,-77.96669769,181,NA,CA,CA-NU,Pond Inlet,CYIO,YIO,
CYIV,medium_airport,Island Lake Airport,53.85720062,-94.6536026,770,NA,CA,CA-MB,Island Lake,CYIV,YIV,
CYJF,medium_airport,Fort Liard Airport,60.2358017,-123.4690018,708,NA,CA,CA-NT,Fort Liard,CYJF,YJF,
CYJN,medium_airport,St Jean Airport,45.29439926,-73.28109741,136,NA,CA,CA-QC,St Jean,CYJN,YJN,
CYJQ,small_airport,Denny Island Airport,52.13970184,-128.0639954,162,NA,CA,CA-BC,Bella Bella,CYJQ,ZEL,
CYJT,medium_airport,Stephenville Airport,48.5442009,-58.54999924,84,NA,CA,CA-NL,Stephenville,CYJT,YJT,
CYKA,medium_airport,Kamloops Airport,50.70220184,-120.4440002,1133,NA,CA,CA-BC,Kamloops,CYKA,YKA,
CYKC,small_airport,Collins Bay Airport,58.23609924,-103.6780014,1341,NA,CA,CA-SK,Collins Bay,CYKC,YKC,
CYKD,medium_airport,Aklavik Airport,68.22329712,-135.0059967,23,NA,CA,CA-NT,Aklavik,CYKD,LAK,
CYKF,medium_airport,Waterloo Airport,43.46080017,-80.37860107,1055,NA,CA,CA-ON,Kitchener,CYKF,YKF,
CYKG,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,61.58860016,-71.92939758,501,NA,CA,CA-QC,Kangiqsujuaq,CYKG,YWB,
CYKJ,medium_airport,Key Lake Airport,57.2560997,-105.6179962,1679,NA,CA,CA-SK,Key Lake,CYKJ,YKJ,
CYKL,medium_airport,Schefferville Airport,54.80530167,-66.80529785,1709,NA,CA,CA-QC,Schefferville,CYKL,YKL,
CYKO,medium_airport,Akulivik Airport,60.8185997,-78.14859772,75,NA,CA,CA-QC,Akulivik,CYKO,AKV,
CYKQ,medium_airport,Waskaganish Airport,51.47330093,-78.75830078,80,NA,CA,CA-QC,Waskaganish,CYKQ,YKQ,
CYKX,medium_airport,Kirkland Lake Airport,48.21030045,-79.98139954,1157,NA,CA,CA-ON,Kirkland Lake,CYKX,YKX,
CYKY,medium_airport,Kindersley Airport,51.51750183,-109.1809998,2277,NA,CA,CA-SK,Kindersley,CYKY,YKY,YKY
CYKZ,medium_airport,Buttonville Municipal Airport,43.86220169,-79.37000275,650,NA,CA,CA-ON,Toronto,CYKZ,YKZ,
CYLA,medium_airport,Aupaluk Airport,59.29669952,-69.59970093,119,NA,CA,CA-QC,Aupaluk,CYLA,YPJ,
CYLB,small_airport,Lac La Biche Airport,54.77030182,-112.0319977,1884,NA,CA,CA-AB,Lac La Biche,CYLB,YLB,
CYLC,medium_airport,Kimmirut Airport,62.84999847,-69.88330078,175,NA,CA,CA-NU,Kimmirut,CYLC,YLC,
CYLD,medium_airport,Chapleau Airport,47.81999969,-83.34670258,1470,NA,CA,CA-ON,Chapleau,CYLD,YLD,
CYLH,medium_airport,Lansdowne House Airport,52.1955986,-87.93419647,834,NA,CA,CA-ON,Lansdowne House,CYLH,YLH,
CYLJ,medium_airport,Meadow Lake Airport,54.12530136,-108.5230026,1576,NA,CA,CA-SK,Meadow Lake,CYLJ,YLJ,
CYLK,medium_airport,Lutselk'e Airport,62.41830063,-110.6819992,596,NA,CA,CA-NT,Lutselk'e,CYLK,YSG,
CYLL,medium_airport,Lloydminster Airport,53.30920029,-110.072998,2193,NA,CA,CA-AB,Lloydminster,CYLL,YLL,
CYLQ,small_airport,La Tuque Airport,47.40969849,-72.78890228,548,NA,CA,CA-QC,La Tuque,CYLQ,YLQ,
CYLR,medium_airport,Leaf Rapids Airport,56.51330185,-99.98529816,959,NA,CA,CA-MB,Leaf Rapids,CYLR,YLR,
CYLS,small_airport,Barrie-Orillia (Lake Simcoe Regional Airport),44.48529816,-79.55560303,972,NA,CA,CA-ON,Barrie-Orillia,CYLS,YLK,CYLS
CYLT,medium_airport,Alert Airport,82.51779938,-62.2806015,100,NA,CA,CA-NU,Alert,CYLT,YLT,
CYLU,medium_airport,Kangiqsualujjuaq (Georges River) Airport,58.71139908,-65.99279785,215,NA,CA,CA-QC,Kangiqsualujjuaq,CYLU,XGR,
CYLW,medium_airport,Kelowna International Airport,49.95610046,-119.3779984,1421,NA,CA,CA-BC,Kelowna,CYLW,YLW,
CYM,seaplane_base,Chatham Seaplane Base,57.51490021,-134.9459991,0,NA,US,US-AK,Chatham,CYM,CYM,CYM
CYMA,medium_airport,Mayo Airport,63.61640167,-135.8679962,1653,NA,CA,CA-YT,Mayo,CYMA,YMA,
CYME,medium_airport,Matane Airport,48.85689926,-67.45330048,102,NA,CA,CA-QC,Matane,CYME,YME,
CYMG,medium_airport,Manitouwadge Airport,49.08390045,-85.86060333,1198,NA,CA,CA-ON,Manitouwadge,CYMG,YMG,
CYMH,medium_airport,Mary's Harbour Airport,52.30279922,-55.84719849,38,NA,CA,CA-NL,Mary's Harbour,CYMH,YMH,
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.33029938,-105.5589981,1892,NA,CA,CA-SK,Moose Jaw,CYMJ,YMJ,
CYML,medium_airport,Charlevoix Airport,47.59749985,-70.22389984,977,NA,CA,CA-QC,Charlevoix,CYML,YML,
CYMM,medium_airport,Fort McMurray Airport,56.65330124,-111.2220001,1211,NA,CA,CA-AB,Fort McMurray,CYMM,YMM,
CYMO,medium_airport,Moosonee Airport,51.29109955,-80.60780334,30,NA,CA,CA-ON,Moosonee,CYMO,YMO,
CYMT,medium_airport,Chapais Airport,49.77190018,-74.52809906,1270,NA,CA,CA-QC,Chibougamau,CYMT,YMT,
CYMU,medium_airport,Umiujaq Airport,56.53609848,-76.51830292,250,NA,CA,CA-QC,Umiujaq,CYMU,YUD,
CYMW,small_airport,Maniwaki Airport,46.27280045,-75.99060059,656,NA,CA,CA-QC,Maniwaki,CYMW,YMW,YMW
CYMX,medium_airport,Montreal International (Mirabel) Airport,45.67950058,-74.03869629,270,NA,CA,CA-QC,Montréal,CYMX,YMX,
CYNA,medium_airport,Natashquan Airport,50.18999863,-61.78919983,39,NA,CA,CA-QC,Natashquan,CYNA,YNA,
CYNC,medium_airport,Wemindji Airport,53.01060104,-78.83110046,66,NA,CA,CA-QC,Wemindji,CYNC,YNC,
CYND,medium_airport,Ottawa / Gatineau Airport,45.52170181,-75.56359863,211,NA,CA,CA-QC,Gatineau,CYND,YND,CYND
CYNE,medium_airport,Norway House Airport,53.95830154,-97.84420013,734,NA,CA,CA-MB,Norway House,CYNE,YNE,
CYNH,small_airport,Hudsons Hope Airport,56.03559875,-121.9759979,2220,NA,CA,CA-BC,Hudson's Hope,CYNH,YNH,
CYNJ,small_airport,Langley Airport,49.10079956,-122.6309967,34,NA,CA,CA-BC,Langley,CYNJ,YLY,
CYNL,medium_airport,Points North Landing Airport,58.27669907,-104.0820007,1605,NA,CA,CA-SK,Points North Landing,CYNL,YNL,
CYNM,medium_airport,Matagami Airport,49.76169968,-77.80280304,918,NA,CA,CA-QC,Matagami,CYNM,YNM,
CYNR,small_airport,Fort Mackay / Horizon Airport,57.38169861,-111.7009964,916,NA,CA,CA-AB,Fort Mackay,CYNR,HZP,CYNR
CYOA,medium_airport,Ekati Airport,64.69889832,-110.6149979,1536,NA,CA,CA-NT,Ekati,CYOA,YOA,
CYOC,medium_airport,Old Crow Airport,67.57060242,-139.8390045,824,NA,CA,CA-YT,Old Crow,CYOC,YOC,
CYOD,medium_airport,CFB Cold Lake,54.40499878,-110.2789993,1775,NA,CA,CA-AB,Cold Lake,CYOD,YOD,
CYOH,medium_airport,Oxford House Airport,54.93330002,-95.27890015,663,NA,CA,CA-MB,Oxford House,CYOH,YOH,
CYOJ,medium_airport,High Level Airport,58.62139893,-117.1650009,1110,NA,CA,CA-AB,High Level,CYOJ,YOJ,
CYOO,medium_airport,Oshawa Airport,43.92279816,-78.89499664,460,NA,CA,CA-ON,Oshawa,CYOO,YOO,
CYOP,medium_airport,Rainbow Lake Airport,58.49140167,-119.4079971,1759,NA,CA,CA-AB,Rainbow Lake,CYOP,YOP,
CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.59030151,-80.83750153,1007,NA,CA,CA-ON,Owen Sound,CYOS,YOS,
CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.32249832,-75.66919708,374,NA,CA,CA-ON,Ottawa,CYOW,YOW,YOW
CYOY,heliport,C J.H.L.(Joe) Lecomte) Heliport,46.90219617,-71.50219917,550,NA,CA,CA-QC,Valcartier,CYOY,YOY,
CYPA,medium_airport,Prince Albert Glass Field,53.21419907,-105.6729965,1405,NA,CA,CA-SK,Prince Albert,CYPA,YPA,
CYPC,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.36083812,-124.07547,15,NA,CA,CA-NT,Paulatuk,CYPC,YPC,
CYPD,medium_airport,Port Hawkesbury Airport,45.65670013,-61.36809921,377,NA,CA,CA-NS,Port Hawkesbury,CYPD,YPS,
CYPE,medium_airport,Peace River Airport,56.22689819,-117.4469986,1873,NA,CA,CA-AB,Peace River,CYPE,YPE,
CYPG,medium_airport,Southport Airport,49.90309906,-98.27390289,885,NA,CA,CA-MB,Portage,CYPG,YPG,
CYPH,medium_airport,Inukjuak Airport,58.47190094,-78.07689667,83,NA,CA,CA-QC,Inukjuak,CYPH,YPH,
CYPL,medium_airport,Pickle Lake Airport,51.44639969,-90.21420288,1267,NA,CA,CA-ON,Pickle Lake,CYPL,YPL,
CYPM,medium_airport,Pikangikum Airport,51.81969833,-93.97329712,1114,NA,CA,CA-ON,Pikangikum,CYPM,YPM,
CYPN,medium_airport,Port Menier Airport,49.83639908,-64.28859711,167,NA,CA,CA-QC,Port-Menier,CYPN,YPN,
CYPO,medium_airport,Peawanuck Airport,54.98809814,-85.44329834,173,NA,CA,CA-ON,Peawanuck,CYPO,YPO,
CYPQ,medium_airport,Peterborough Airport,44.22999954,-78.36329651,628,NA,CA,CA-ON,Peterborough,CYPQ,YPQ,
CYPR,medium_airport,Prince Rupert Airport,54.28609848,-130.4450073,116,NA,CA,CA-BC,Prince Rupert,CYPR,YPR,
CYPW,medium_airport,Powell River Airport,49.83420181,-124.5,425,NA,CA,CA-BC,Powell River,CYPW,YPW,
CYPX,medium_airport,Puvirnituq Airport,60.05059814,-77.28690338,74,NA,CA,CA-QC,Puvirnituq,CYPX,YPX,
CYPY,medium_airport,Fort Chipewyan Airport,58.76720047,-111.1169968,761,NA,CA,CA-AB,Fort Chipewyan,CYPY,YPY,
CYPZ,small_airport,Burns Lake Airport,54.37639999,-125.9509964,2343,NA,CA,CA-BC,Burns Lake,CYPZ,YPZ,YPZ
CYQA,medium_airport,Muskoka Airport,44.97470093,-79.30329895,925,NA,CA,CA-ON,Muskoka,CYQA,YQA,
CYQB,large_airport,Quebec Jean Lesage International Airport,46.79109955,-71.39330292,244,NA,CA,CA-QC,Quebec,CYQB,YQB,YQB
CYQD,medium_airport,The Pas Airport,53.97140121,-101.0910034,887,NA,CA,CA-MB,The Pas,CYQD,YQD,
CYQF,medium_airport,Red Deer Regional Airport,52.18220139,-113.8939972,2968,NA,CA,CA-AB,Red Deer,CYQF,YQF,
CYQG,medium_airport,Windsor Airport,42.27560043,-82.95559692,622,NA,CA,CA-ON,Windsor,CYQG,YQG,
CYQH,medium_airport,Watson Lake Airport,60.11640167,-128.8220062,2255,NA,CA,CA-YT,Watson Lake,CYQH,YQH,
CYQI,medium_airport,Yarmouth Airport,43.82690048,-66.08809662,141,NA,CA,CA-NS,Yarmouth,CYQI,YQI,
CYQK,medium_airport,Kenora Airport,49.78829956,-94.36309814,1332,NA,CA,CA-ON,Kenora,CYQK,YQK,
CYQL,medium_airport,Lethbridge County Airport,49.63029861,-112.8000031,3048,NA,CA,CA-AB,Lethbridge,CYQL,YQL,
CYQM,medium_airport,Greater Moncton International Airport,46.11220169,-64.6785965,232,NA,CA,CA-NB,Moncton,CYQM,YQM,
CYQN,medium_airport,Nakina Airport,50.18280029,-86.6964035,1057,NA,CA,CA-ON,Nakina,CYQN,YQN,
CYQQ,medium_airport,Comox Airport,49.71080017,-124.887001,84,NA,CA,CA-BC,Comox,CYQQ,YQQ,
CYQR,medium_airport,Regina International Airport,50.43190002,-104.6660004,1894,NA,CA,CA-SK,Regina,CYQR,YQR,
CYQS,medium_airport,St Thomas Municipal Airport,42.77000046,-81.1108017,778,NA,CA,CA-ON,St Thomas,CYQS,YQS,
CYQT,medium_airport,Thunder Bay Airport,48.37189865,-89.32389832,653,NA,CA,CA-ON,Thunder Bay,CYQT,YQT,
CYQU,medium_airport,Grande Prairie Airport,55.17969894,-118.8850021,2195,NA,CA,CA-AB,Grande Prairie,CYQU,YQU,
CYQV,medium_airport,Yorkton Municipal Airport,51.26470184,-102.461998,1635,NA,CA,CA-SK,Yorkton,CYQV,YQV,
CYQW,medium_airport,North Battleford Airport,52.76919937,-108.2440033,1799,NA,CA,CA-SK,North Battleford,CYQW,YQW,
CYQX,medium_airport,Gander International Airport,48.93690109,-54.56809998,496,NA,CA,CA-NL,Gander,CYQX,YQX,
CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,46.16139984,-60.04779816,203,NA,CA,CA-NS,Sydney,CYQY,YQY,
CYQZ,medium_airport,Quesnel Airport,53.02610016,-122.5100021,1789,NA,CA,CA-BC,Quesnel,CYQZ,YQZ,
CYRA,medium_airport,Rae Lakes Airport,64.1160965,-117.3099976,723,NA,CA,CA-NT,Gamètì,CYRA,YRA,
CYRB,medium_airport,Resolute Bay Airport,74.71690369,-94.9693985,215,NA,CA,CA-NU,Resolute Bay,CYRB,YRB,
CYRI,medium_airport,Rivière-du-Loup Airport,47.76440048,-69.58470154,427,NA,CA,CA-QC,Rivière-du-Loup,CYRI,YRI,
CYRJ,medium_airport,Roberval Airport,48.52000046,-72.26560211,586,NA,CA,CA-QC,Roberval,CYRJ,YRJ,
CYRL,medium_airport,Red Lake Airport,51.06689835,-93.79309845,1265,NA,CA,CA-ON,Red Lake,CYRL,YRL,
CYRM,small_airport,Rocky Mountain House Airport,52.42969894,-114.9039993,3244,NA,CA,CA-AB,Rocky Mountain House,CYRM,YRM,
CYRO,medium_airport,Ottawa / Rockcliffe Airport,45.46030045,-75.64610291,188,NA,CA,CA-ON,Ottawa,CYRO,YRO,CYRO
CYRQ,medium_airport,Trois-Rivières Airport,46.35279846,-72.67939758,199,NA,CA,CA-QC,Trois-Rivières,CYRQ,YRQ,
CYRS,medium_airport,Red Sucker Lake Airport,54.16719818,-93.55719757,729,NA,CA,CA-MB,Red Sucker Lake,CYRS,YRS,
CYRT,medium_airport,Rankin Inlet Airport,62.81140137,-92.11579895,94,NA,CA,CA-NU,Rankin Inlet,CYRT,YRT,
CYRV,medium_airport,Revelstoke Airport,50.96670151,-118.1829987,1459,NA,CA,CA-BC,Revelstoke,CYRV,YRV,
CYSB,medium_airport,Sudbury Airport,46.625,-80.79889679,1141,NA,CA,CA-ON,Sudbury,CYSB,YSB,
CYSC,medium_airport,Sherbrooke Airport,45.43859863,-71.69139862,792,NA,CA,CA-QC,Sherbrooke,CYSC,YSC,
CYSD,heliport,Suffield Heliport,50.26670074,-111.1829987,2525,NA,CA,CA-AB,Suffield,CYSD,YSD,
CYSE,small_airport,Squamish Airport,49.78170013,-123.1620026,171,NA,CA,CA-BC,Squamish,CYSE,YSE,YSE
CYSF,medium_airport,Stony Rapids Airport,59.25030136,-105.8410034,805,NA,CA,CA-SK,Stony Rapids,CYSF,YSF,
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,44.94580078,-75.94059753,416,NA,CA,CA-ON,Smiths Falls,CYSH,YSH,
CYSJ,medium_airport,Saint John Airport,45.31610107,-65.89029694,357,NA,CA,CA-NB,Saint John,CYSJ,YSJ,
CYSK,medium_airport,Sanikiluaq Airport,56.53779984,-79.24669647,104,NA,CA,CA-NU,Sanikiluaq,CYSK,YSK,
CYSL,medium_airport,St Leonard Airport,47.15750122,-67.83470154,793,NA,CA,CA-NB,St Leonard,CYSL,YSL,
CYSM,medium_airport,Fort Smith Airport,60.02030182,-111.961998,671,NA,CA,CA-NT,Fort Smith,CYSM,YSM,
CYSN,medium_airport,Niagara District Airport,43.19169998,-79.17169952,321,NA,CA,CA-ON,St Catharines,CYSN,YCM,
CYSP,medium_airport,Marathon Airport,48.75529861,-86.3443985,1035,NA,CA,CA-ON,Marathon,CYSP,YSP,
CYSR,closed,Nanisivik Airport,72.98220062,-84.61360168,2106,NA,CA,CA-NU,Nanisivik,CYSR,YSR,
CYST,medium_airport,St. Theresa Point Airport,53.84560013,-94.85189819,773,NA,CA,CA-MB,St. Theresa Point,CYST,YST,
CYSU,medium_airport,Summerside Airport,46.44060135,-63.83359909,56,NA,CA,CA-PE,Summerside,CYSU,YSU,
CYSY,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.99389648,-125.2429962,282,NA,CA,CA-NT,Sachs Harbour,CYSY,YSY,
CYTA,medium_airport,Pembroke Airport,45.86439896,-77.25170135,529,NA,CA,CA-ON,Pembroke,CYTA,YTA,
CYTE,medium_airport,Cape Dorset Airport,64.23000336,-76.52670288,164,NA,CA,CA-NU,Cape Dorset,CYTE,YTE,
CYTF,medium_airport,Alma Airport,48.50889969,-71.64189911,445,NA,CA,CA-QC,Alma,CYTF,YTF,
CYTH,medium_airport,Thompson Airport,55.80110168,-97.86419678,729,NA,CA,CA-MB,Thompson,CYTH,YTH,
CYTL,medium_airport,Big Trout Lake Airport,53.81779861,-89.89689636,729,NA,CA,CA-ON,Big Trout Lake,CYTL,YTL,
CYTQ,medium_airport,Tasiujaq Airport,58.6678009,-69.95580292,122,NA,CA,CA-QC,Tasiujaq,CYTQ,YTQ,
CYTR,medium_airport,CFB Trenton,44.1189003,-77.52809906,283,NA,CA,CA-ON,Trenton,CYTR,YTR,
CYTS,medium_airport,Timmins/Victor M. Power,48.56969833,-81.37670136,967,NA,CA,CA-ON,Timmins,CYTS,YTS,
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,43.62749863,-79.39620209,252,NA,CA,CA-ON,Toronto,CYTZ,YTZ,
CYUB,medium_airport,Tuktoyaktuk Airport,69.4332962,-133.026001,15,NA,CA,CA-NT,Tuktoyaktuk,CYUB,YUB,
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,118,NA,CA,CA-QC,Montréal,CYUL,YUL,YUL
CYUT,medium_airport,Repulse Bay Airport,66.52140045,-86.22470093,80,NA,CA,CA-NU,Repulse Bay,CYUT,YUT,
CYUX,medium_airport,Hall Beach Airport,68.77610016,-81.2425,30,NA,CA,CA-NU,Hall Beach,CYUX,YUX,
CYUY,medium_airport,Rouyn Noranda Airport,48.20610046,-78.83560181,988,NA,CA,CA-QC,Rouyn-Noranda,CYUY,YUY,
CYVB,medium_airport,Bonaventure Airport,48.07109833,-65.46029663,123,NA,CA,CA-QC,Bonaventure,CYVB,YVB,
CYVC,medium_airport,La Ronge Airport,55.15140152,-105.262001,1242,NA,CA,CA-SK,La Ronge,CYVC,YVC,
CYVG,small_airport,Vermilion Airport,53.35580063,-110.8239975,2025,NA,CA,CA-AB,Vermilion,CYVG,YVG,YVG
CYVK,medium_airport,Vernon Airport,50.24810028,-119.3310013,1140,NA,CA,CA-BC,Vernon,CYVK,YVE,
CYVM,medium_airport,Qikiqtarjuaq Airport,67.54579926,-64.03140259,21,NA,CA,CA-NU,Qikiqtarjuaq,CYVM,YVM,
CYVO,medium_airport,Val-d'Or Airport,48.05329895,-77.78279877,1107,NA,CA,CA-QC,Val-d'Or,CYVO,YVO,
